OG0001402	FBtr0078170
OG0006094	FBtr0075669
OG0006095	FBtr0333875
OG0006096	FBtr0075666
OG0006097	FBtr0075665
OG0006098	FBtr0075664
OG0006099	FBtr0075663
OG0006100	FBtr0075631
OG0006101	FBtr0114510
OG0006102	FBtr0305979
OG0006103	FBtr0075657
OG0006104	FBtr0075633
OG0006105	FBtr0344431
OG0006106	FBtr0075655
OG0006107	FBtr0075639
OG0006108	FBtr0075648
OG0006109	FBtr0075647
OG0006110	FBtr0075640
OG0006111	FBtr0075641
OG0006112	FBtr0075646
OG0006113	FBtr0075642
OG0006114	FBtr0075645
OG0006115	FBtr0075643
OG0006116	FBtr0075644
OG0006117	FBtr0075607
OG0006118	FBtr0113172
OG0006119	FBtr0075618
OG0006120	FBtr0100360
OG0006121	FBtr0075614
OG0006122	FBtr0113333
OG0006123	FBtr0075544
OG0006124	FBtr0075546
OG0006125	FBtr0075547
OG0006126	FBtr0075548
OG0006127	FBtr0075605
OG0006128	FBtr0075604
OG0006129	FBtr0075549
OG0006130	FBtr0091757
OG0006131	FBtr0330177
OG0006132	FBtr0075603
OG0006133	FBtr0075602
OG0006134	FBtr0075556
OG0006135	FBtr0075600
OG0006136	FBtr0305542
OG0006137	FBtr0100030
OG0006138	FBtr0303077
OG0006139	FBtr0303076
OG0006140	FBtr0100028
OG0006141	FBtr0075560
OG0006142	FBtr0075596
OG0006143	FBtr0306155
OG0006144	FBtr0075562
OG0006145	FBtr0075563
OG0006146	FBtr0075595
OG0006147	FBtr0075564
OG0006148	FBtr0075565
OG0006149	FBtr0300329
OG0006150	FBtr0290065
OG0006151	FBtr0075591
OG0006152	FBtr0075590
OG0006153	FBtr0299851
OG0006154	FBtr0075570
OG0006155	FBtr0075577
OG0006156	FBtr0075581
OG0006157	FBtr0075578
OG0006158	FBtr0075580
OG0006159	FBtr0331799
OG0006160	FBtr0301333
OG0006161	FBtr0075579
OG0006162	FBtr0075503
OG0006163	FBtr0075542
OG0006164	FBtr0075504
OG0006165	FBtr0304975
OG0006166	FBtr0075506
OG0006167	FBtr0334981
OG0006168	FBtr0089527
OG0006169	FBtr0075528
OG0006170	FBtr0075509
OG0006171	FBtr0075510
OG0006172	FBtr0075511
OG0006173	FBtr0075512
OG0006174	FBtr0330160
OG0006175	FBtr0075517
OG0006176	FBtr0075522
OG0006177	FBtr0330161
OG0006178	FBtr0333579
OG0006179	FBtr0075519
OG0006180	FBtr0075520
OG0006181	FBtr0075435
OG0006182	FBtr0301002
OG0006183	FBtr0075437
OG0006184	FBtr0075499
OG0006185	FBtr0308215
OG0006186	FBtr0075498
OG0006187	FBtr0302503
OG0006188	FBtr0075496
OG0006189	FBtr0302328
OG0006190	FBtr0075495
OG0006191	FBtr0075494
OG0006192	FBtr0114589
OG0006193	FBtr0075452
OG0006194	FBtr0075492
OG0006195	FBtr0075453
OG0006196	FBtr0075491
OG0006197	FBtr0089713
OG0006198	FBtr0075490
OG0006199	FBtr0346507
OG0006200	FBtr0333565
OG0006201	FBtr0075457
OG0006202	FBtr0075483
OG0006203	FBtr0301481
OG0006204	FBtr0112440
OG0006205	FBtr0075459
OG0006206	FBtr0075460
OG0006207	FBtr0075482
OG0006208	FBtr0075481
OG0006209	FBtr0075480
OG0006210	FBtr0112441
OG0006211	FBtr0303379
OG0006212	FBtr0303380
OG0006213	FBtr0112771
OG0006214	FBtr0075463
OG0006215	FBtr0290260
OG0006216	FBtr0075465
OG0006217	FBtr0302928
OG0006218	FBtr0075468
OG0006219	FBtr0075478
OG0006220	FBtr0089378
OG0006221	FBtr0075477
OG0006222	FBtr0289964
OG0006223	FBtr0289963
OG0006224	FBtr0306796
OG0006225	FBtr0075471
OG0006226	FBtr0075469
OG0006227	FBtr0306310
OG0006228	FBtr0075433
OG0006229	FBtr0303000
OG0006230	FBtr0075369
OG0006231	FBtr0075371
OG0006232	FBtr0075431
OG0006233	FBtr0075430
OG0006234	FBtr0075429
OG0006235	FBtr0075372
OG0006236	FBtr0113448
OG0006237	FBtr0075376
OG0006238	FBtr0110866
OG0006239	FBtr0075378
OG0006240	FBtr0075379
OG0006241	FBtr0075428
OG0006242	FBtr0075381
OG0006243	FBtr0075426
OG0006244	FBtr0344398
OG0006245	FBtr0075382
OG0006246	FBtr0075383
OG0006247	FBtr0075424
OG0006248	FBtr0075423
OG0006249	FBtr0343550
OG0006250	FBtr0075388
OG0006251	FBtr0075412
OG0006252	FBtr0331174
OG0006253	FBtr0075411
OG0006254	FBtr0075410
OG0006255	FBtr0075390
OG0006256	FBtr0075409
OG0006257	FBtr0075408
OG0006258	FBtr0300655
OG0006259	FBtr0075391
OG0006260	FBtr0307368
OG0006261	FBtr0075400
OG0006262	FBtr0075392
OG0006263	FBtr0075398
OG0006264	FBtr0330137
OG0006265	FBtr0089478
OG0006266	FBtr0075395
OG0006267	FBtr0075308
OG0006268	FBtr0075309
OG0006269	FBtr0075365
OG0006270	FBtr0075310
OG0006271	FBtr0075311
OG0006272	FBtr0075363
OG0006273	FBtr0075361
OG0006274	FBtr0075360
OG0006275	FBtr0075359
OG0006276	FBtr0075314
OG0006277	FBtr0075358
OG0006278	FBtr0075355
OG0006279	FBtr0075352
OG0006280	FBtr0075316
OG0006281	FBtr0100145
OG0006282	FBtr0075317
OG0006283	FBtr0330189
OG0006284	FBtr0075319
OG0006285	FBtr0299542
OG0006286	FBtr0075348
OG0006287	FBtr0075347
OG0006288	FBtr0075321
OG0006289	FBtr0075322
OG0006290	FBtr0075346
OG0006291	FBtr0474236
OG0006292	FBtr0075345
OG0006293	FBtr0305916
OG0006294	FBtr0075328
OG0006295	FBtr0305913
OG0006296	FBtr0075329
OG0006297	FBtr0075330
OG0006298	FBtr0075338
OG0006299	FBtr0075332
OG0006300	FBtr0301683
OG0006301	FBtr0075336
OG0006302	FBtr0075337
OG0006303	FBtr0075258
OG0006304	FBtr0302786
OG0006305	FBtr0075261
OG0006306	FBtr0075307
OG0006307	FBtr0113176
OG0006308	FBtr0113177
OG0006309	FBtr0302650
OG0006310	FBtr0321285
OG0006311	FBtr0075293
OG0006312	FBtr0075274
OG0006313	FBtr0075290
OG0006314	FBtr0089584
OG0006315	FBtr0290221
OG0006316	FBtr0075278
OG0006317	FBtr0091474
OG0006318	FBtr0075279
OG0006319	FBtr0075286
OG0006320	FBtr0075282
OG0006321	FBtr0075284
OG0006322	FBtr0075251
OG0006323	FBtr0075212
OG0006324	FBtr0075250
OG0006325	FBtr0075249
OG0006326	FBtr0075248
OG0006327	FBtr0075245
OG0006328	FBtr0075242
OG0006329	FBtr0075241
OG0006330	FBtr0075216
OG0006331	FBtr0075239
OG0006332	FBtr0075238
OG0006333	FBtr0306800
OG0006334	FBtr0075231
OG0006335	FBtr0075217
OG0006336	FBtr0075229
OG0006337	FBtr0075227
OG0006338	FBtr0075228
OG0006339	FBtr0075218
OG0006340	FBtr0075219
OG0006341	FBtr0075220
OG0006342	FBtr0075224
OG0006343	FBtr0075174
OG0006344	FBtr0075173
OG0006345	FBtr0075209
OG0006346	FBtr0075175
OG0006347	FBtr0075208
OG0006348	FBtr0300519
OG0006349	FBtr0473621
OG0006350	FBtr0075205
OG0006351	FBtr0075201
OG0006352	FBtr0333121
OG0006353	FBtr0300284
OG0006354	FBtr0075199
OG0006355	FBtr0075210
OG0006356	FBtr0075197
OG0006357	FBtr0075184
OG0006358	FBtr0330162
OG0006359	FBtr0112445
OG0006360	FBtr0075186
OG0006361	FBtr0075190
OG0006362	FBtr0075192
OG0006363	FBtr0301018
OG0006364	FBtr0075167
OG0006365	FBtr0273392
OG0006366	FBtr0075139
OG0006367	FBtr0075162
OG0006368	FBtr0075161
OG0006369	FBtr0075160
OG0006370	FBtr0075140
OG0006371	FBtr0075141
OG0006372	FBtr0075154
OG0006373	FBtr0075153
OG0006374	FBtr0075144
OG0006375	FBtr0075152
OG0006376	FBtr0112447
OG0006377	FBtr0075137
OG0006378	FBtr0075121
OG0006379	FBtr0075136
OG0006380	FBtr0075122
OG0006381	FBtr0075123
OG0006382	FBtr0075135
OG0006383	FBtr0075127
OG0006384	FBtr0075134
OG0006385	FBtr0075133
OG0006386	FBtr0310156
OG0006387	FBtr0075129
OG0006388	FBtr0332866
OG0006389	FBtr0075130
OG0006390	FBtr0075119
OG0006391	FBtr0273401
OG0006392	FBtr0075117
OG0006393	FBtr0346968
OG0006394	FBtr0089578
OG0006395	FBtr0300049
OG0006396	FBtr0304702
OG0006397	FBtr0331419
OG0006398	FBtr0075108
OG0006399	FBtr0075049
OG0006400	FBtr0075098
OG0006401	FBtr0075094
OG0006402	FBtr0075050
OG0006403	FBtr0112448
OG0006404	FBtr0113179
OG0006405	FBtr0075051
OG0006406	FBtr0075091
OG0006407	FBtr0114373
OG0006408	FBtr0075090
OG0006409	FBtr0075053
OG0006410	FBtr0075054
OG0006411	FBtr0075088
OG0006412	FBtr0075055
OG0006413	FBtr0075086
OG0006414	FBtr0075084
OG0006415	FBtr0075056
OG0006416	FBtr0308811
OG0006418	FBtr0075071
OG0006419	FBtr0075048
OG0006420	FBtr0113429
OG0006421	FBtr0075023
OG0006422	FBtr0075024
OG0006423	FBtr0075046
OG0006424	FBtr0075045
OG0006425	FBtr0075025
OG0006426	FBtr0330089
OG0006427	FBtr0330090
OG0006428	FBtr0075034
OG0006429	FBtr0075033
OG0006430	FBtr0075027
OG0006431	FBtr0075032
OG0006432	FBtr0330092
OG0006433	FBtr0330195
OG0006434	FBtr0075022
OG0006435	FBtr0074988
OG0006436	FBtr0075019
OG0006437	FBtr0074989
OG0006438	FBtr0075018
OG0006439	FBtr0074991
OG0006440	FBtr0075017
OG0006441	FBtr0074992
OG0006442	FBtr0344806
OG0006443	FBtr0075015
OG0006444	FBtr0075014
OG0006445	FBtr0290284
OG0006446	FBtr0331182
OG0006447	FBtr0074982
OG0006448	FBtr0290044
OG0006449	FBtr0074979
OG0006450	FBtr0074978
OG0006451	FBtr0074977
OG0006452	FBtr0074933
OG0006453	FBtr0113180
OG0006454	FBtr0332755
OG0006455	FBtr0074976
OG0006456	FBtr0074974
OG0006457	FBtr0074936
OG0006458	FBtr0074938
OG0006459	FBtr0112853
OG0006460	FBtr0074972
OG0006461	FBtr0074940
OG0006462	FBtr0074971
OG0006463	FBtr0306009
OG0006464	FBtr0074941
OG0006465	FBtr0074944
OG0006466	FBtr0074969
OG0006467	FBtr0074945
OG0006468	FBtr0273410
OG0006469	FBtr0074946
OG0006470	FBtr0074966
OG0006471	FBtr0074947
OG0006472	FBtr0290116
OG0006473	FBtr0074961
OG0006474	FBtr0273407
OG0006475	FBtr0089597
OG0006476	FBtr0074949
OG0006477	FBtr0074873
OG0006478	FBtr0074928
OG0006479	FBtr0074927
OG0006480	FBtr0074881
OG0006481	FBtr0074925
OG0006482	FBtr0074882
OG0006483	FBtr0332154
OG0006484	FBtr0301008
OG0006485	FBtr0074884
OG0006486	FBtr0074888
OG0006487	FBtr0074921
OG0006488	FBtr0332148
OG0006489	FBtr0074920
OG0006490	FBtr0074894
OG0006491	FBtr0304746
OG0006492	FBtr0074913
OG0006493	FBtr0303781
OG0006494	FBtr0074912
OG0006495	FBtr0074899
OG0006496	FBtr0074910
OG0006497	FBtr0074902
OG0006498	FBtr0074908
OG0006499	FBtr0074903
OG0006500	FBtr0074871
OG0006501	FBtr0074870
OG0006502	FBtr0074818
OG0006503	FBtr0074869
OG0006504	FBtr0074868
OG0006505	FBtr0074867
OG0006506	FBtr0074819
OG0006507	FBtr0074866
OG0006508	FBtr0074864
OG0006509	FBtr0302714
OG0006510	FBtr0074820
OG0006511	FBtr0074860
OG0006512	FBtr0302721
OG0006513	FBtr0074856
OG0006514	FBtr0074825
OG0006515	FBtr0074827
OG0006516	FBtr0074850
OG0006517	FBtr0074830
OG0006518	FBtr0074828
OG0006519	FBtr0342947
OG0006520	FBtr0074849
OG0006521	FBtr0074847
OG0006522	FBtr0074846
OG0006523	FBtr0074837
OG0006524	FBtr0074845
OG0006525	FBtr0074839
OG0006526	FBtr0074840
OG0006527	FBtr0078242
OG0006528	FBtr0331818
OG0006529	FBtr0078179
OG0006530	FBtr0078181
OG0006531	FBtr0078241
OG0006532	FBtr0078240
OG0006533	FBtr0078183
OG0006534	FBtr0473581
OG0006535	FBtr0273273
OG0006536	FBtr0330157
OG0006537	FBtr0078238
OG0006538	FBtr0078187
OG0006539	FBtr0100010
OG0006540	FBtr0078235
OG0006541	FBtr0078234
OG0006542	FBtr0078233
OG0006543	FBtr0078231
OG0006544	FBtr0290266
OG0006545	FBtr0078192
OG0006546	FBtr0078227
OG0006547	FBtr0078194
OG0006548	FBtr0078225
OG0006549	FBtr0078195
OG0006550	FBtr0078223
OG0006551	FBtr0078196
OG0006552	FBtr0078197
OG0006553	FBtr0303381
OG0006554	FBtr0078198
OG0006555	FBtr0078199
OG0006556	FBtr0078220
OG0006557	FBtr0078201
OG0006558	FBtr0078203
OG0006559	FBtr0078216
OG0006560	FBtr0078215
OG0006561	FBtr0078209
OG0006562	FBtr0078214
OG0006563	FBtr0078210
OG0006564	FBtr0078212
OG0006565	FBtr0078243
OG0006566	FBtr0344836
OG0006567	FBtr0078281
OG0006568	FBtr0078280
OG0006569	FBtr0078279
OG0006570	FBtr0078247
OG0006571	FBtr0078278
OG0006572	FBtr0078251
OG0006573	FBtr0078277
OG0006574	FBtr0078276
OG0006575	FBtr0078274
OG0006576	FBtr0078273
OG0006577	FBtr0078254
OG0006578	FBtr0078272
OG0006579	FBtr0078256
OG0006580	FBtr0078271
OG0006581	FBtr0302637
OG0006582	FBtr0078262
OG0006583	FBtr0078263
OG0006584	FBtr0078269
OG0006585	FBtr0078264
OG0006586	FBtr0078268
OG0006587	FBtr0078267
OG0006588	FBtr0078266
OG0006589	FBtr0078286
OG0006590	FBtr0112830
OG0006591	FBtr0078287
OG0006592	FBtr0078327
OG0006593	FBtr0078288
OG0006594	FBtr0078326
OG0006595	FBtr0078289
OG0006596	FBtr0078324
OG0006597	FBtr0078292
OG0006598	FBtr0078323
OG0006599	FBtr0330067
OG0006600	FBtr0089463
OG0006601	FBtr0089460
OG0006602	FBtr0299857
OG0006603	FBtr0078318
OG0006604	FBtr0078311
OG0006605	FBtr0078297
OG0006606	FBtr0078310
OG0006607	FBtr0307387
OG0006608	FBtr0078309
OG0006609	FBtr0078305
OG0006610	FBtr0078306
OG0006611	FBtr0078417
OG0006612	FBtr0078415
OG0006613	FBtr0078413
OG0006614	FBtr0078412
OG0006615	FBtr0078411
OG0006616	FBtr0078336
OG0006617	FBtr0078337
OG0006618	FBtr0078408
OG0006619	FBtr0078407
OG0006620	FBtr0078339
OG0006621	FBtr0078405
OG0006622	FBtr0078342
OG0006623	FBtr0078404
OG0006624	FBtr0078343
OG0006625	FBtr0078403
OG0006626	FBtr0331796
OG0006627	FBtr0078344
OG0006628	FBtr0078345
OG0006629	FBtr0078401
OG0006630	FBtr0309230
OG0006631	FBtr0301013
OG0006632	FBtr0330156
OG0006633	FBtr0078351
OG0006634	FBtr0078395
OG0006635	FBtr0078353
OG0006636	FBtr0078389
OG0006637	FBtr0332717
OG0006638	FBtr0078354
OG0006639	FBtr0332715
OG0006640	FBtr0078387
OG0006641	FBtr0078383
OG0006642	FBtr0078368
OG0006643	FBtr0078369
OG0006644	FBtr0078379
OG0006645	FBtr0078377
OG0006646	FBtr0301600
OG0006647	FBtr0300057
OG0006648	FBtr0333466
OG0006649	FBtr0078466
OG0006650	FBtr0301160
OG0006651	FBtr0301161
OG0006652	FBtr0078422
OG0006653	FBtr0078464
OG0006654	FBtr0078423
OG0006655	FBtr0078425
OG0006656	FBtr0330117
OG0006657	FBtr0333974
OG0006658	FBtr0078463
OG0006659	FBtr0078429
OG0006660	FBtr0078462
OG0006661	FBtr0078430
OG0006662	FBtr0078461
OG0006663	FBtr0078458
OG0006664	FBtr0078432
OG0006665	FBtr0078457
OG0006666	FBtr0078456
OG0006667	FBtr0078455
OG0006668	FBtr0078433
OG0006669	FBtr0078454
OG0006670	FBtr0078453
OG0006671	FBtr0078434
OG0006672	FBtr0078452
OG0006673	FBtr0078450
OG0006674	FBtr0078435
OG0006675	FBtr0078437
OG0006676	FBtr0078439
OG0006677	FBtr0078440
OG0006678	FBtr0078441
OG0006679	FBtr0078448
OG0006680	FBtr0332811
OG0006681	FBtr0078445
OG0006682	FBtr0078444
OG0006683	FBtr0304984
OG0006684	FBtr0078489
OG0006685	FBtr0078472
OG0006686	FBtr0334089
OG0006687	FBtr0078477
OG0006688	FBtr0114546
OG0006689	FBtr0078479
OG0006690	FBtr0078481
OG0006691	FBtr0301492
OG0006692	FBtr0078512
OG0006693	FBtr0078492
OG0006694	FBtr0078511
OG0006695	FBtr0078494
OG0006696	FBtr0306596
OG0006697	FBtr0078510
OG0006698	FBtr0078498
OG0006699	FBtr0330159
OG0006700	FBtr0078501
OG0006701	FBtr0078508
OG0006702	FBtr0078504
OG0006703	FBtr0078505
OG0006704	FBtr0078506
OG0006705	FBtr0078507
OG0006706	FBtr0078513
OG0006707	FBtr0474121
OG0006708	FBtr0078515
OG0006709	FBtr0473608
OG0006711	FBtr0303714
OG0006712	FBtr0100669
OG0006713	FBtr0331777
OG0006714	FBtr0289975
OG0006715	FBtr0078522
OG0006716	FBtr0331775
OG0006717	FBtr0078538
OG0006718	FBtr0089631
OG0006719	FBtr0078537
OG0006720	FBtr0078528
OG0006721	FBtr0078529
OG0006722	FBtr0113188
OG0006723	FBtr0078535
OG0006724	FBtr0332105
OG0006725	FBtr0330076
OG0006726	FBtr0078546
OG0006727	FBtr0078579
OG0006728	FBtr0078578
OG0006729	FBtr0078548
OG0006730	FBtr0089836
OG0006731	FBtr0078577
OG0006732	FBtr0078552
OG0006733	FBtr0078568
OG0006734	FBtr0078558
OG0006735	FBtr0078559
OG0006736	FBtr0078560
OG0006737	FBtr0078561
OG0006738	FBtr0304833
OG0006739	FBtr0299869
OG0006741	FBtr0113742
OG0006742	FBtr0113680
OG0006743	FBtr0339974
OG0006744	FBtr0078961
OG0006745	FBtr0078988
OG0006746	FBtr0078987
OG0006747	FBtr0078965
OG0006748	FBtr0078986
OG0006749	FBtr0078985
OG0006750	FBtr0078967
OG0006751	FBtr0078968
OG0006752	FBtr0078975
OG0006753	FBtr0078976
OG0006754	FBtr0336480
OG0006755	FBtr0113191
OG0006756	FBtr0078959
OG0006757	FBtr0445313
OG0006758	FBtr0078958
OG0006759	FBtr0273009
OG0006760	FBtr0339551
OG0006761	FBtr0336483
OG0006762	FBtr0078908
OG0006763	FBtr0078953
OG0006764	FBtr0078909
OG0006765	FBtr0078951
OG0006766	FBtr0335201
OG0006767	FBtr0078917
OG0006768	FBtr0078919
OG0006769	FBtr0308807
OG0006770	FBtr0078950
OG0006771	FBtr0290222
OG0006772	FBtr0078921
OG0006773	FBtr0290250
OG0006774	FBtr0078923
OG0006775	FBtr0078946
OG0006776	FBtr0078944
OG0006777	FBtr0078925
OG0006778	FBtr0078943
OG0006779	FBtr0078926
OG0006780	FBtr0335432
OG0006781	FBtr0078935
OG0006782	FBtr0299947
OG0006783	FBtr0078928
OG0006784	FBtr0078894
OG0006785	FBtr0078856
OG0006786	FBtr0078893
OG0006787	FBtr0305313
OG0006788	FBtr0078860
OG0006789	FBtr0078892
OG0006790	FBtr0305133
OG0006791	FBtr0302616
OG0006792	FBtr0334965
OG0006793	FBtr0078868
OG0006794	FBtr0078881
OG0006795	FBtr0078880
OG0006796	FBtr0301437
OG0006797	FBtr0078870
OG0006798	FBtr0078872
OG0006799	FBtr0078875
OG0006800	FBtr0078874
OG0006801	FBtr0078836
OG0006802	FBtr0345252
OG0006803	FBtr0336812
OG0006804	FBtr0078849
OG0006805	FBtr0078848
OG0006806	FBtr0335404
OG0006807	FBtr0078841
OG0006808	FBtr0078846
OG0006809	FBtr0301312
OG0006810	FBtr0339315
OG0006811	FBtr0300525
OG0006812	FBtr0078831
OG0006813	FBtr0334907
OG0006814	FBtr0078777
OG0006815	FBtr0334909
OG0006816	FBtr0078778
OG0006817	FBtr0078825
OG0006818	FBtr0078823
OG0006819	FBtr0078779
OG0006820	FBtr0078821
OG0006821	FBtr0334276
OG0006822	FBtr0306694
OG0006823	FBtr0078784
OG0006824	FBtr0078807
OG0006825	FBtr0078785
OG0006826	FBtr0078805
OG0006827	FBtr0078803
OG0006828	FBtr0332160
OG0006829	FBtr0078787
OG0006830	FBtr0078802
OG0006831	FBtr0100433
OG0006832	FBtr0301640
OG0006833	FBtr0078798
OG0006834	FBtr0078801
OG0006835	FBtr0078792
OG0006836	FBtr0078797
OG0006837	FBtr0078795
OG0006838	FBtr0078794
OG0006839	FBtr0078793
OG0006840	FBtr0078679
OG0006841	FBtr0078770
OG0006842	FBtr0078769
OG0006843	FBtr0078681
OG0006844	FBtr0078768
OG0006845	FBtr0078682
OG0006846	FBtr0345253
OG0006847	FBtr0078766
OG0006848	FBtr0078763
OG0006849	FBtr0078687
OG0006850	FBtr0078761
OG0006851	FBtr0078758
OG0006852	FBtr0078688
OG0006853	FBtr0078756
OG0006854	FBtr0078754
OG0006855	FBtr0078689
OG0006856	FBtr0078753
OG0006857	FBtr0114453
OG0006858	FBtr0078752
OG0006859	FBtr0078699
OG0006860	FBtr0078751
OG0006861	FBtr0078700
OG0006862	FBtr0078744
OG0006863	FBtr0273377
OG0006864	FBtr0078743
OG0006865	FBtr0078704
OG0006866	FBtr0078705
OG0006867	FBtr0078737
OG0006868	FBtr0078709
OG0006869	FBtr0330315
OG0006870	FBtr0309091
OG0006871	FBtr0078732
OG0006872	FBtr0078712
OG0006873	FBtr0078730
OG0006874	FBtr0078713
OG0006875	FBtr0078728
OG0006876	FBtr0078716
OG0006877	FBtr0078727
OG0006878	FBtr0302091
OG0006879	FBtr0078726
OG0006880	FBtr0078725
OG0006881	FBtr0078720
OG0006882	FBtr0078724
OG0006883	FBtr0078721
OG0006884	FBtr0078723
OG0006885	FBtr0078722
OG0006886	FBtr0078678
OG0006887	FBtr0078677
OG0006888	FBtr0078624
OG0006889	FBtr0300738
OG0006890	FBtr0078669
OG0006891	FBtr0078629
OG0006892	FBtr0078630
OG0006893	FBtr0078668
OG0006894	FBtr0078631
OG0006895	FBtr0113195
OG0006896	FBtr0335519
OG0006897	FBtr0078667
OG0006898	FBtr0078666
OG0006899	FBtr0078638
OG0006900	FBtr0078640
OG0006901	FBtr0078642
OG0006902	FBtr0078645
OG0006903	FBtr0078665
OG0006904	FBtr0078647
OG0006905	FBtr0078661
OG0006906	FBtr0345251
OG0006907	FBtr0078655
OG0006908	FBtr0309318
OG0006909	FBtr0078621
OG0006910	FBtr0078620
OG0006911	FBtr0078619
OG0006912	FBtr0078584
OG0006913	FBtr0078618
OG0006914	FBtr0078617
OG0006915	FBtr0078585
OG0006916	FBtr0078616
OG0006917	FBtr0078587
OG0006918	FBtr0308318
OG0006919	FBtr0078591
OG0006920	FBtr0078592
OG0006921	FBtr0078594
OG0006922	FBtr0334866
OG0006923	FBtr0078595
OG0006924	FBtr0078596
OG0006925	FBtr0078597
OG0006926	FBtr0078598
OG0006927	FBtr0078599
OG0006928	FBtr0078601
OG0006929	FBtr0078614
OG0006930	FBtr0078602
OG0006931	FBtr0302305
OG0006932	FBtr0078604
OG0006933	FBtr0078605
OG0006934	FBtr0078606
OG0006935	FBtr0078607
OG0006936	FBtr0078608
OG0006937	FBtr0334537
OG0006938	FBtr0078611
OG0006939	FBtr0081707
OG0006940	FBtr0081708
OG0006941	FBtr0081710
OG0006942	FBtr0081711
OG0006943	FBtr0081737
OG0006944	FBtr0081712
OG0006945	FBtr0334540
OG0006946	FBtr0303013
OG0006947	FBtr0081717
OG0006948	FBtr0301268
OG0006949	FBtr0301001
OG0006950	FBtr0332175
OG0006951	FBtr0081719
OG0006952	FBtr0081720
OG0006953	FBtr0300261
OG0006954	FBtr0303789
OG0006955	FBtr0330192
OG0006956	FBtr0081728
OG0006957	FBtr0081729
OG0006958	FBtr0308038
OG0006959	FBtr0081675
OG0006960	FBtr0081704
OG0006961	FBtr0081705
OG0006962	FBtr0089748
OG0006963	FBtr0301286
OG0006964	FBtr0081681
OG0006965	FBtr0081699
OG0006966	FBtr0304903
OG0006967	FBtr0301623
OG0006968	FBtr0081687
OG0006969	FBtr0081697
OG0006970	FBtr0081696
OG0006971	FBtr0081688
OG0006972	FBtr0081689
OG0006973	FBtr0081693
OG0006974	FBtr0089276
OG0006975	FBtr0081670
OG0006976	FBtr0081668
OG0006977	FBtr0081618
OG0006978	FBtr0081621
OG0006979	FBtr0474171
OG0006980	FBtr0081645
OG0006981	FBtr0081634
OG0006982	FBtr0081643
OG0006983	FBtr0081635
OG0006984	FBtr0081642
OG0006985	FBtr0081638
OG0006986	FBtr0333326
OG0006987	FBtr0081562
OG0006988	FBtr0081563
OG0006989	FBtr0081611
OG0006990	FBtr0081566
OG0006991	FBtr0303197
OG0006992	FBtr0081568
OG0006993	FBtr0091512
OG0006994	FBtr0081569
OG0006995	FBtr0081606
OG0006996	FBtr0081570
OG0006997	FBtr0081605
OG0006998	FBtr0302184
OG0006999	FBtr0081573
OG0007000	FBtr0081604
OG0007001	FBtr0303219
OG0007002	FBtr0303218
OG0007003	FBtr0081599
OG0007004	FBtr0081576
OG0007005	FBtr0081598
OG0007006	FBtr0081577
OG0007007	FBtr0300016
OG0007008	FBtr0472596
OG0007009	FBtr0081578
OG0007010	FBtr0330140
OG0007011	FBtr0081580
OG0007012	FBtr0081591
OG0007013	FBtr0081582
OG0007015	FBtr0336955
OG0007016	FBtr0301649
OG0007017	FBtr0081559
OG0007018	FBtr0081541
OG0007019	FBtr0081780
OG0007020	FBtr0081740
OG0007021	FBtr0081779
OG0007022	FBtr0273255
OG0007023	FBtr0081777
OG0007024	FBtr0113345
OG0007025	FBtr0081775
OG0007026	FBtr0081744
OG0007027	FBtr0081745
OG0007028	FBtr0114516
OG0007029	FBtr0081773
OG0007030	FBtr0081747
OG0007031	FBtr0081749
OG0007032	FBtr0304920
OG0007033	FBtr0113203
OG0007034	FBtr0081752
OG0007035	FBtr0081766
OG0007036	FBtr0081753
OG0007037	FBtr0081765
OG0007038	FBtr0081756
OG0007039	FBtr0081763
OG0007040	FBtr0081757
OG0007041	FBtr0300685
OG0007042	FBtr0330074
OG0007043	FBtr0331344
OG0007044	FBtr0300320
OG0007045	FBtr0081783
OG0007046	FBtr0301216
OG0007047	FBtr0308076
OG0007048	FBtr0081822
OG0007049	FBtr0081821
OG0007050	FBtr0081785
OG0007051	FBtr0081820
OG0007052	FBtr0081786
OG0007053	FBtr0335230
OG0007054	FBtr0310412
OG0007055	FBtr0081787
OG0007056	FBtr0081816
OG0007057	FBtr0081788
OG0007058	FBtr0081789
OG0007059	FBtr0081790
OG0007060	FBtr0113204
OG0007061	FBtr0081792
OG0007062	FBtr0113205
OG0007063	FBtr0081815
OG0007064	FBtr0081794
OG0007065	FBtr0330188
OG0007066	FBtr0300896
OG0007067	FBtr0081797
OG0007068	FBtr0100368
OG0007069	FBtr0091719
OG0007070	FBtr0310080
OG0007071	FBtr0081867
OG0007072	FBtr0081827
OG0007073	FBtr0081866
OG0007074	FBtr0081828
OG0007075	FBtr0081829
OG0007076	FBtr0081865
OG0007077	FBtr0306804
OG0007078	FBtr0081831
OG0007079	FBtr0081864
OG0007080	FBtr0081832
OG0007081	FBtr0081863
OG0007082	FBtr0081862
OG0007083	FBtr0081861
OG0007084	FBtr0306794
OG0007085	FBtr0081833
OG0007086	FBtr0081858
OG0007087	FBtr0081835
OG0007088	FBtr0111026
OG0007089	FBtr0081836
OG0007090	FBtr0081837
OG0007091	FBtr0305680
OG0007092	FBtr0081838
OG0007093	FBtr0081854
OG0007094	FBtr0081841
OG0007095	FBtr0081842
OG0007096	FBtr0081843
