FBtr	OG_ID	transcript_ID	gene_ID
FBtr0082895	OG0007621	CG31322-RA	MetRS-m
FBtr0082897	OG0007620	CG9624-RA	CG9624
FBtr0082898	OG0007619	CG9631-RA	CG9631
FBtr0082900	OG0007617	CG33109-RA	CG33109
FBtr0082901	OG0007616	CG31326-RA	CG31326
FBtr0082902	OG0007615	CG9649-RA	CG9649
FBtr0082906	OG0007612	CG9722-RA	Recs1
FBtr0082907	OG0007611	CG14355-RA	CG14355
FBtr0082908	OG0007610	CG14356-RA	CG14356
FBtr0082909	OG0007608	CG9852-RA	Timmdc1
FBtr0082912	OG0007605	CG9913-RB	Kif19A
FBtr0082920	OG0007624	CG14839-RA	CG14839
FBtr0082921	OG0007626	CG12207-RB	red
FBtr0082924	OG0007627	CG3259-RA	IFT54
FBtr0082925	OG0007629	CG3284-RA	Polr2I
FBtr0082926	OG0007630	CG31321-RB	CG31321
FBtr0082929	OG0007631	CG3307-RA	Set8
FBtr0082931	OG0007633	CG3321-RA	ATPsynE
FBtr0082933	OG0007634	CG3325-RA	spn-B
FBtr0082940	OG0007637	CG8489-RA	soti
FBtr0082941	OG0007635	CG8524-RA	NK7.1
FBtr0082943	OG0007636	CG31320-RA	Dnaaf5
FBtr0082945	OG0007628	CG8573-RB	su(Hw)
FBtr0082947	OG0007625	CG8651-RA	trx
FBtr0082951	OG0007623	CG14841-RA	CG14841
FBtr0082952	OG0007622	CG14840-RA	CG14840
FBtr0082953	OG0007641	CG3351-RA	mRpL11
FBtr0082957	OG0007644	CG14852-RA	CG14852
FBtr0082960	OG0007651	CG14853-RB	CG14853
FBtr0082966	OG0007656	CG3505-RA	CG3505
FBtr0082969	OG0007658	CG3509-RA	BigH1
FBtr0082974	OG0007657	CG7825-RA	Rad17
FBtr0082975	OG0007655	CG7832-RA	l(3)L1231
FBtr0082976	OG0007653	CG7886-RA	CG7886
FBtr0082978	OG0007648	CG7987-RA	CG7987
FBtr0082980	OG0007647	CG8050-RA	Cys
FBtr0082981	OG0007646	CG8066-RA	CG8066
FBtr0082982	OG0007645	CG31313-RA	CG31313
FBtr0082986	OG0007642	CG8461-RA	CG8461
FBtr0082987	OG0007640	CG8464-RA	HtrA2
FBtr0082994	OG0007663	CG3610-RA	CG3610
FBtr0082997	OG0007664	CG3631-RC	CG3631
FBtr0082998	OG0007666	CG33331-RA	CG33331
FBtr0083000	OG0007668	CG3731-RA	UQCR-C1
FBtr0083003	OG0007671	CG3817-RA	CG3817
FBtr0083004	OG0007674	CG3837-RA	Sdr
FBtr0083005	OG0007673	CG7007-RA	VhaPPA1-1
FBtr0083009	OG0007669	CG7265-RA	Dph2
FBtr0083010	OG0007667	CG7281-RA	CycC
FBtr0083023	OG0007675	CG14861-RA	CG14861
FBtr0083024	OG0007676	CG3843-RA	RpL10Aa
FBtr0083025	OG0007680	CG3984-RA	CG3984
FBtr0083026	OG0007681	CG3987-RA	CG3987
FBtr0083029	OG0007685	CG6752-RA	Kpc1
FBtr0083031	OG0007683	CG6803-RB	Mf
FBtr0083037	OG0007682	CG6904-RA	Glys
FBtr0083038	OG0007679	CG6912-RA	CG6912
FBtr0083048	OG0007689	CG4203-RA	Mau2
FBtr0083049	OG0007691	CG4210-RA	Sat
FBtr0083051	OG0007693	CG12241-RA	CG12241
FBtr0083052	OG0007696	CG4236-RA	Caf1-55
FBtr0083054	OG0007698	CG4247-RB	mRpS10
FBtr0083062	OG0007703	CG4299-RA	Set
FBtr0083063	OG0007704	CG4307-RA	ATPsynO
FBtr0083066	OG0007708	CG4338-RA	CG4338
FBtr0083078	OG0007712	CG4843-RA	Tm2
FBtr0083083	OG0007717	CG4920-RA	ea
FBtr0083084	OG0007718	CG31478-RA	mRpL9
FBtr0083085	OG0007720	CG4931-RA	Cyfip
FBtr0083086	OG0007722	CG4938-RA	SerRS-m
FBtr0083087	OG0007724	CG31301-RA	CG31301
FBtr0083089	OG0007727	CG5038-RA	Tmtc4
FBtr0083091	OG0007729	CG5044-RB	Hibch
FBtr0083093	OG0007731	CG5063-RB	Trax
FBtr0083094	OG0007736	CG5073-RA	Ccm3
FBtr0083099	OG0007740	CG5166-RB	Atx2
FBtr0083106	OG0007739	CG6125-RA	CG6125
FBtr0083107	OG0007738	CG6130-RA	h-cup
FBtr0083109	OG0007734	CG14868-RA	CG14868
FBtr0083114	OG0007730	CG6177-RA	Cog2
FBtr0083115	OG0007728	CG6194-RA	Atg4b
FBtr0083116	OG0007726	CG6196-RA	Trs33
FBtr0083117	OG0007723	CG6202-RA	Surf4
FBtr0083119	OG0007721	CG6218-RA	Nagk
FBtr0083120	OG0007719	CG6226-RA	Fkbp39
FBtr0083121	OG0007716	CG6236-RB	CG6236
FBtr0083123	OG0007714	CG6276-RA	CG6276
FBtr0083126	OG0007707	CG6384-RA	Cp190
FBtr0083128	OG0007705	CG14864-RA	CG14864
FBtr0083134	OG0007697	CG6563-RA	Art3
FBtr0083136	OG0007695	CG31344-RA	CG31344
FBtr0083137	OG0007694	CG31155-RA	Polr2G
FBtr0083138	OG0007692	CG6623-RA	SIDL
FBtr0083139	OG0007690	CG6654-RA	CG6654
FBtr0083140	OG0007688	CG6687-RA	Spn88Eb
FBtr0083141	OG0007687	CG18525-RA	Spn88Ea
FBtr0083145	OG0007743	CG14870-RA	B9d1
FBtr0083148	OG0007746	CG5213-RA	maca
FBtr0083155	OG0007747	CG31296-RA	CG31296
FBtr0083160	OG0007742	CG14869-RB	AdamTS-A
FBtr0083162	OG0007749	CG33207-RB	pxb
FBtr0083164	OG0007751	CG5399-RA	CG5399
FBtr0083165	OG0007752	CG5404-RA	CG5404
FBtr0083167	OG0007755	CG4520-RA	CG4520
FBtr0083169	OG0007756	CG12784-RA	CG12784
FBtr0083170	OG0007758	CG4525-RA	Ttc26
FBtr0083171	OG0007759	CG5614-RA	CG5614
FBtr0083172	OG0007760	CG9590-RA	Fam114A
FBtr0083173	OG0007761	CG9589-RA	Uros2
FBtr0083174	OG0007763	CG18505-RA	Acyp2
FBtr0083179	OG0007765	CG4606-RA	alpha-Man-IIb
FBtr0083180	OG0007767	CG4576-RA	CG4576
FBtr0083183	OG0007770	CG3158-RA	spn-E
FBtr0083184	OG0007773	CG4546-RA	Argk3
FBtr0083185	OG0007775	CG9632-RA	CG9632
FBtr0083188	OG0007774	CG4225-RA	Hmt-1
FBtr0083189	OG0007772	CG31150-RA	cv-d
FBtr0083190	OG0007771	CG9597-RA	Pbp45
FBtr0083191	OG0007769	CG3944-RA	ND-23
FBtr0083193	OG0007766	CG31293-RA	rec
FBtr0083194	OG0007762	CG17604-RA	c(3)G
FBtr0083197	OG0007757	CG5623-RA	CG5623
FBtr0083198	OG0007753	CG31294-RA	CG31294
FBtr0083201	OG0007778	CG4221-RA	Fbxl7
FBtr0083203	OG0007780	CG5268-RA	blp
FBtr0083204	OG0007781	CG8884-RA	Sap47
FBtr0083212	OG0007783	CG5516-RA	CG5516
FBtr0083213	OG0007784	CG5083-RA	Rbf2
FBtr0083215	OG0007787	CG3992-RA	srp
FBtr0083218	OG0007788	CG10278-RA	GATAe
FBtr0083221	OG0007789	CG3978-RA	pnr
FBtr0083222	OG0007790	CG10264-RA	Jhbp4
FBtr0083223	OG0007793	CG5013-RA	CG5013
FBtr0083225	OG0007797	CG4979-RA	sxe2
FBtr0083228	OG0007798	CG4006-RC	Akt
FBtr0083231	OG0007796	CG31045-RB	Mhcl
FBtr0083235	OG0007795	CG10185-RA	CG10185
FBtr0083238	OG0007785	CG18740-RA	mor
FBtr0083240	OG0007782	CG4287-RA	CG4287
FBtr0083242	OG0007779	CG5478-RA	CG5478
FBtr0083245	OG0007776	CG9734-RC	glob1
FBtr0083250	OG0007799	CG4316-RA	Sb
FBtr0083251	OG0007801	CG5916-RA	CG5916
FBtr0083253	OG0007804	CG8925-RA	CG8925
FBtr0083255	OG0007807	CG6072-RA	sra
FBtr0083256	OG0007809	CG31287-RA	CG31287
FBtr0083257	OG0007810	CG6889-RA	tara
FBtr0083259	OG0007812	CG6814-RA	asun
FBtr0083266	OG0007815	CG6898-RA	Zip89B
FBtr0083272	OG0007817	CG6987-RA	SF2
FBtr0083273	OG0007816	CG6725-RA	Sulf1
FBtr0083275	OG0007813	CG12785-RA	Mat89Ba
FBtr0083276	OG0007811	CG6815-RA	bor
FBtr0083278	OG0007808	CG6126-RA	CG6126
FBtr0083279	OG0007806	CG6046-RA	Bin1
FBtr0083281	OG0007800	CG5903-RA	Mic26-27
FBtr0083283	OG0007820	CG7013-RA	Manf
FBtr0083286	OG0007827	CG17565-RA	Fntb
FBtr0083289	OG0007831	CG14882-RA	CG14882
FBtr0083291	OG0007833	CG14883-RA	CG14883
FBtr0083292	OG0007835	CG14884-RA	CSN5
FBtr0083295	OG0007836	CG14887-RA	Dhfr
FBtr0083303	OG0007843	CG14903-RA	CG14903
FBtr0083304	OG0007841	CG14902-RA	Decay
FBtr0083307	OG0007838	CG14899-RA	Der-2
FBtr0083308	OG0007837	CG14898-RA	Sdhaf3
FBtr0083314	OG0007830	CG14894-RA	Ttc1
FBtr0083315	OG0007829	CG12753-RA	ema
FBtr0083316	OG0007828	CG10406-RA	mRpS33
FBtr0083320	OG0007823	CG14880-RA	js
FBtr0083324	OG0007821	CG10311-RA	CG10311
FBtr0083325	OG0007819	CG14879-RA	CG14879
FBtr0083327	OG0007845	CG14892-RA	CG14892
FBtr0083328	OG0007847	CG10342-RA	NPF
FBtr0083336	OG0007852	CG10326-RA	Arl6IP1
FBtr0083337	OG0007854	CG8977-RA	CCT3
FBtr0083340	OG0007857	CG3853-RA	Glut3
FBtr0083346	OG0007856	CG31275-RA	CG31275
FBtr0083353	OG0007855	CG31217-RA	modSP
FBtr0083356	OG0007853	CG10324-RA	Gpkow
FBtr0083357	OG0007850	CG14905-RA	Ccdc114
FBtr0083358	OG0007849	CG10340-RA	CG10340
FBtr0083360	OG0007846	CG10345-RA	CG10345
FBtr0083361	OG0007844	CG14904-RA	Scp2
FBtr0083366	OG0007860	CG14909-RA	VhaM9.7-d
FBtr0083370	OG0007863	CG3534-RA	CG3534
FBtr0083371	OG0007865	CG8913-RA	Irc
FBtr0083373	OG0007867	CG3590-RA	Adsl
FBtr0083374	OG0007864	CG16941-RA	Sf3a1
FBtr0083377	OG0007862	CG18622-RA	CG18622
FBtr0083380	OG0007861	CG8953-RA	Actn3
FBtr0083384	OG0007859	CG11648-RB	Abd-B
FBtr0083388	OG0007858	CG10325-RB	abd-A
FBtr0083391	OG0007870	CG5220-RA	Trm7-32
FBtr0083392	OG0007872	CG5208-RA	Patr-1
FBtr0083393	OG0007873	CG5201-RA	Dad
FBtr0083397	OG0007877	CG5175-RA	kuk
FBtr0083399	OG0007878	CG5169-RA	GckIII
FBtr0083400	OG0007879	CG5148-RA	cal1
FBtr0083402	OG0007883	CG31265-RA	CG31265
FBtr0083404	OG0007887	CG31267-RA	CG31267
FBtr0083405	OG0007888	CG5246-RA	CG5246
FBtr0083406	OG0007889	CG5255-RA	CG5255
FBtr0083408	OG0007891	CG12265-RA	Det
FBtr0083409	OG0007892	CG5285-RA	Smug
FBtr0083414	OG0007890	CG11896-RA	m-cup
FBtr0083417	OG0007884	CG17475-RA	CG17475
FBtr0083418	OG0007881	CG17477-RA	CG17477
FBtr0083423	OG0007876	CG3962-RB	Keap1
FBtr0083426	OG0007874	CG3983-RA	Ns1
FBtr0083428	OG0007871	CG3995-RA	bdwf
FBtr0083436	OG0007897	CG5851-RA	sds22
FBtr0083437	OG0007899	CG17283-RA	CG17283
FBtr0083441	OG0007900	CG33333-RA	CG33333
FBtr0083442	OG0007901	CG5873-RA	cysu
FBtr0083443	OG0007903	CG14330-RA	CG14330
FBtr0083452	OG0007895	CG31256-RA	Brf
FBtr0083453	OG0007894	CG14334-RA	beat-IIa
FBtr0083454	OG0007906	CG5840-RA	P5cr2
FBtr0083460	OG0007909	CG7587-RA	Sgs5bis
FBtr0083463	OG0007910	CG14329-RA	CG14329
FBtr0083467	OG0007913	CG14326-RA	CG14326
FBtr0083470	OG0007915	CG7629-RA	AttD
FBtr0083479	OG0007921	CG7655-RA	CG7655
FBtr0083480	OG0007923	CG31360-RA	CG31360
FBtr0083484	OG0007922	CG31251-RA	CG31251
FBtr0083490	OG0007918	CG7523-RA	CG7523
FBtr0083498	OG0007914	CG14323-RA	CG14323
FBtr0083500	OG0007912	CG14324-RA	CG14324
FBtr0083502	OG0007911	CG7539-RA	Edg91
FBtr0083503	OG0007908	CG5826-RA	Prx3
FBtr0083504	OG0007907	CG5824-RA	l(3)07882
FBtr0083505	OG0007905	CG5823-RA	CG5823
FBtr0083508	OG0007924	CG7660-RB	Pxt
FBtr0083509	OG0007926	CG7665-RA	Lgr1
FBtr0083511	OG0007927	CG14321-RA	CG14321
FBtr0083512	OG0007928	CG16766-RA	TyrRII
FBtr0083513	OG0007931	CG7713-RA	pasi1
FBtr0083523	OG0007935	CG18012-RA	Alg1
FBtr0083527	OG0007933	CG17806-RA	CG17806
FBtr0083529	OG0007932	CG7379-RA	CG7379
FBtr0083532	OG0007929	CG7431-RA	TyrR
FBtr0083533	OG0007925	CG12334-RA	Atg8b
FBtr0083538	OG0007939	CG7780-RA	DNaseII
FBtr0083540	OG0007940	CG7794-RA	CG7794
FBtr0083541	OG0007942	CG14317-RA	bard
FBtr0083546	OG0007943	CG14316-RA	CG14316
FBtr0083548	OG0007941	CG7223-RB	htl
FBtr0083551	OG0007945	CG12357-RA	Cbp20
FBtr0083557	OG0007949	CG7940-RA	Arp5
FBtr0083558	OG0007951	CG7957-RA	MED17
FBtr0083559	OG0007954	CG7985-RA	CG7985
FBtr0083560	OG0007955	CG14314-RA	CG14314
FBtr0083561	OG0007957	CG7988-RA	CG7988
FBtr0083562	OG0007959	CG7993-RA	Non3
FBtr0083563	OG0007961	CG7998-RA	Mdh2
FBtr0083564	OG0007962	CG31240-RA	repo
FBtr0083565	OG0007964	CG31196-RA	14-3-3epsilon
FBtr0083569	OG0007965	CG18598-RA	CG18598
FBtr0083571	OG0007969	CG18599-RA	CG18599
FBtr0083572	OG0007971	CG8053-RA	eIF1A
FBtr0083574	OG0007974	CG8064-RA	CG8064
FBtr0083575	OG0007977	CG12363-RA	Dlc90F
FBtr0083576	OG0007982	CG7669-RA	hmw
FBtr0083577	OG0007984	CG7671-RA	Nup43
FBtr0083580	OG0007987	CG14309-RA	CG14309
FBtr0083582	OG0007986	CG7675-RB	CG7675
FBtr0083588	OG0007980	CG31235-RA	naz
FBtr0083594	OG0007978	CG18600-RA	Polr1E
FBtr0083595	OG0007976	CG7129-RA	l(3)05822
FBtr0083597	OG0007975	CG7131-RA	CG7131
FBtr0083599	OG0007973	CG14312-RA	CG14312
FBtr0083600	OG0007972	CG7142-RA	CG7142
FBtr0083601	OG0007970	CG7146-RA	Vps39
FBtr0083605	OG0007966	CG12320-RA	CG12320
FBtr0083606	OG0007963	CG7156-RA	Rps6kc1
FBtr0083608	OG0007960	CG7168-RA	CG7168
FBtr0083609	OG0007958	CG7175-RA	mTerf5
FBtr0083610	OG0007956	CG7183-RA	CG7183
FBtr0083615	OG0007952	CG14313-RA	CG14313
FBtr0083616	OG0007950	CG12321-RA	CG12321
FBtr0083619	OG0007948	CG7212-RA	cdm
FBtr0083623	OG0007944	CG7218-RA	CG7218
FBtr0083624	OG0007988	CG7676-RA	cona
FBtr0083630	OG0007992	CG7685-RA	CG7685
FBtr0083631	OG0007996	CG7691-RA	CG7691
FBtr0083632	OG0007998	CG7694-RA	CG7694
FBtr0083634	OG0008001	CG14305-RA	Tssk
FBtr0083637	OG0007997	CG7693-RA	fray
FBtr0083639	OG0008000	CG14304-RA	CG14304
FBtr0083654	OG0007994	CG10864-RA	CG10864
FBtr0083655	OG0007990	CG12333-RA	Wdr37
FBtr0083660	OG0008005	CG7697-RA	CstF64
FBtr0083661	OG0008007	CG7700-RA	Gos28
FBtr0083662	OG0008008	CG31231-RA	CG31231
FBtr0083663	OG0008009	CG31229-RA	CG31229
FBtr0083664	OG0008010	CG7702-RA	CG7702
FBtr0083667	OG0008012	CG7706-RA	CG7706
FBtr0083668	OG0008013	CG7708-RA	ChT
FBtr0083671	OG0008017	CG32848-RA	VAChT
FBtr0083674	OG0008022	CG7719-RA	gwl
FBtr0083675	OG0008026	CG31226-RA	CG31226
FBtr0083678	OG0008024	CG7720-RB	CG7720
FBtr0083682	OG0008021	CG7718-RA	Pgs1
FBtr0083684	OG0008020	CG7717-RB	Mekk1
FBtr0083685	OG0008019	CG7715-RA	CG7715
FBtr0083686	OG0008018	CG7714-RA	CG7714
FBtr0083688	OG0008011	CG7705-RA	dind
FBtr0083690	OG0008006	CG7698-RA	Cpsf73
FBtr0083691	OG0008004	CG31224-RA	CG31224
FBtr0083694	OG0008002	CG7695-RA	CG7695
FBtr0083695	OG0008027	CG14298-RA	CG14298
FBtr0083696	OG0008028	CG14297-RA	CG14297
FBtr0083698	OG0008032	CG14296-RA	EndoA
FBtr0083700	OG0008034	CG17836-RB	Xrp1
FBtr0083707	OG0008039	CG5452-RA	dnk
FBtr0083710	OG0008043	CG14286-RA	CG14286
FBtr0083711	OG0008044	CG14285-RA	CG14285
FBtr0083712	OG0008046	CG6008-RA	NP15.6
FBtr0083713	OG0008047	CG6009-RA	P5cr1
FBtr0083714	OG0008049	CG6013-RA	CG6013
FBtr0083716	OG0008051	CG6027-RA	cdi
FBtr0083717	OG0008048	CG6011-RA	Prp18
FBtr0083718	OG0008045	CG6007-RA	GatA
FBtr0083719	OG0008042	CG6005-RA	CG6005
FBtr0083720	OG0008040	CG5454-RA	snRNP-U1-C
FBtr0083721	OG0008038	CG5451-RA	Smu1
FBtr0083723	OG0008035	CG14290-RB	Mpc1
FBtr0083724	OG0008033	CG14291-RA	Sgsh
FBtr0083725	OG0008031	CG14292-RA	CG14292
FBtr0083726	OG0008029	CG14294-RA	CG14294
FBtr0083727	OG0008053	CG6030-RB	ATPsynD
FBtr0083729	OG0008054	CG6040-RA	CG6040
FBtr0083733	OG0008059	CG5557-RA	sqz
FBtr0083734	OG0008060	CG14282-RA	CG14282
FBtr0083735	OG0008062	CG31475-RA	myd
FBtr0083736	OG0008063	CG3772-RA	cry
FBtr0083737	OG0008067	CG3773-RA	Polr2M
FBtr0083738	OG0008070	CG14280-RA	CG14280
FBtr0083741	OG0008069	CG5217-RA	CG5217
FBtr0083743	OG0008066	CG5250-RA	CG5250
FBtr0083744	OG0008065	CG11703-RA	CG11703
FBtr0083749	OG0008057	CG11779-RA	CG11779
FBtr0083751	OG0008056	CG5835-RA	CG5835
FBtr0083754	OG0008052	CG14283-RA	mRpL55
FBtr0083770	OG0008076	CG3517-RA	CG3517
FBtr0083771	OG0008071	CG31212-RA	Ino80
FBtr0083773	OG0008074	CG31245-RA	CG31245
FBtr0083774	OG0008073	CG31404-RA	CG31404
FBtr0083775	OG0008072	CG3581-RA	CG3581
FBtr0083777	OG0008079	CG7342-RA	CG7342
FBtr0083781	OG0008082	CG7360-RA	Nup58
FBtr0083786	OG0008085	CG31216-RA	Naam
FBtr0083789	OG0008088	CG11391-RA	Acsx2
FBtr0083791	OG0008089	CG11453-RA	Acsx4
FBtr0083795	OG0008090	CG4608-RA	bnl
FBtr0083803	OG0008083	CG6195-RA	CG6195
FBtr0083804	OG0008081	CG6213-RA	Vha13
FBtr0083811	OG0008078	CG6240-RA	Cpr92A
FBtr0083812	OG0008091	CG31459-RA	CG31459
FBtr0083815	OG0008094	CG11447-RA	Mrm2
FBtr0083816	OG0008096	CG4686-RA	CG4686
FBtr0083821	OG0008102	CG4755-RA	RhoGAP92B
FBtr0083822	OG0008105	CG4770-RA	CG4770
FBtr0083825	OG0008110	CG12254-RA	MED25
FBtr0083829	OG0008113	CG4845-RA	psidin
FBtr0083830	OG0008115	CG4854-RA	CG4854
FBtr0083831	OG0008117	CG4936-RA	idc
FBtr0083835	OG0008120	CG4973-RA	mdlc
FBtr0083836	OG0008119	CG4390-RB	CG4390
FBtr0083839	OG0008118	CG10889-RA	Regnase-1
FBtr0083840	OG0008116	CG4413-RA	trem
FBtr0083841	OG0008114	CG4424-RA	CG4424
FBtr0083843	OG0008112	CG4433-RB	PIG-L
FBtr0083846	OG0008108	CG4451-RA	Hs6st
FBtr0083847	OG0008109	CG12249-RA	mira
FBtr0083849	OG0008107	CG4459-RA	CG4459
FBtr0083850	OG0008106	CG4462-RA	CG4462
FBtr0083851	OG0008104	CG4465-RA	CG4465
FBtr0083854	OG0008101	CG4510-RA	Surf6
FBtr0083858	OG0008097	CG17186-RA	CG17186
FBtr0083860	OG0008095	CG4572-RA	CG4572
FBtr0083864	OG0008123	CG10887-RA	Leo1L
FBtr0083866	OG0008124	CG5023-RA	CG5023
FBtr0083874	OG0008125	CG17199-RA	CG17199
FBtr0083876	OG0008121	CG10888-RA	Rh3
FBtr0083882	OG0008131		
FBtr0083887	OG0008135	CG17916-RA	Or92a
FBtr0083888	OG0008136	CG4288-RB	VGlut2
FBtr0083891	OG0008134		
FBtr0083899	OG0008130	CG4360-RA	Sag1
FBtr0083900	OG0008128	CG4362-RA	CG4362
FBtr0083905	OG0008140	CG5191-RB	CG5191
FBtr0083909	OG0008143	CG5412-RA	CG5412
FBtr0083911	OG0008147	CG5434-RA	Srp72
FBtr0083913	OG0008151	CG5466-RA	CG5466
FBtr0083914	OG0008152	CG5460-RA	H
FBtr0083919	OG0008155	CG5494-RA	Cpr92F
FBtr0083929	OG0008160	CG31200-RA	CG31200
FBtr0083930	OG0008159	CG31199-RA	CG31199
FBtr0083935	OG0008156	CG4000-RA	CG4000
FBtr0083937	OG0008154	CG4058-RA	Nep4
FBtr0083940	OG0008153	CG4141-RA	Pi3K92E
FBtr0083947	OG0008144	CG4204-RA	EloB
FBtr0083949	OG0008142	CG4217-RB	TFAM
FBtr0083950	OG0008141	CG10877-RA	CG10877
FBtr0083951	OG0008139	CG15922-RA	CG15922
FBtr0083964	OG0008168	CG15693-RA	RpS20
FBtr0083967	OG0008172	CG15695-RA	CG15695
FBtr0083986	OG0008174	CG10830-RA	Ktl
FBtr0083991	OG0008170	CG17273-RA	Adss
FBtr0083992	OG0008169	CG17272-RA	CG17272
FBtr0083993	OG0008167	CG17271-RA	CG17271
FBtr0083994	OG0008166	CG17270-RA	CG17270
FBtr0083995	OG0008165	CG17269-RA	Fancd2
FBtr0083996	OG0008163	CG31421-RA	Takl1
FBtr0084001	OG0008178	CG5697-RA	CG5697
FBtr0084002	OG0008179	CG11622-RA	Rlip
FBtr0084003	OG0008181	CG12278-RA	CG12278
FBtr0084007	OG0008185	CG5737-RA	dmrt93B
FBtr0084008	OG0008189	CG5745-RA	Tbc1d22
FBtr0084009	OG0008191	CG5760-RA	rtet
FBtr0084010	OG0008192	CG5771-RA	Rab11
FBtr0084012	OG0008193	CG5786-RA	ppan
FBtr0084015	OG0008198	CG10825-RA	Ice2
FBtr0084016	OG0008200	CG5798-RA	Usp8
FBtr0084017	OG0008201	CG5802-RA	meigo
FBtr0084020	OG0008203	CG17299-RF	SNF4Agamma
FBtr0084028	OG0008202	CG10824-RA	cDIP
FBtr0084029	OG0008199	CG7009-RA	Trm7-34
FBtr0084030	OG0008197	CG17284-RA	Obp93a
FBtr0084033	OG0008194	CG17282-RA	Bdbt
FBtr0084034	OG0008190	CG7034-RA	Sec15
FBtr0084035	OG0008188	CG7044-RA	Brat1
FBtr0084036	OG0008187	CG3421-RA	RhoGAP93B
FBtr0084037	OG0008186	CG7056-RA	HHEX
FBtr0084038	OG0008184	CG3593-RA	r-l
FBtr0084047	OG0008180	CG17278-RA	peg
FBtr0084050	OG0008205	CG5871-RA	Oga
FBtr0084054	OG0008209	CG5911-RA	ETHR
FBtr0084055	OG0008212	CG5919-RA	Idi
FBtr0084056	OG0008215	CG17298-RA	CG17298
FBtr0084086	OG0008221	CG7895-RA	tin
FBtr0084087	OG0008222	CG7902-RA	bap
FBtr0084091	OG0008225	CG6545-RA	lbe
FBtr0084095	OG0008216	CG16791-RA	aus
FBtr0084098	OG0008214	CG10823-RA	SIFaR
FBtr0084102	OG0008213	CG3308-RA	CG3308
FBtr0084103	OG0008211	CG6056-RA	AP-2sigma
FBtr0084104	OG0008210	CG3320-RA	Rab1
FBtr0084106	OG0008208	CG3331-RA	e
FBtr0084107	OG0008206	CG3337-RA	CG3337
FBtr0084108	OG0008204	CG3353-RA	Smyd5
FBtr0084109	OG0008226	CG7922-RA	Fancm
FBtr0084111	OG0008227	CG7937-RA	C15
FBtr0084113	OG0008234	CG15497-RA	Jhbp16
FBtr0084114	OG0008236	CG31176-RA	CG31176
FBtr0084115	OG0008235	CG6349-RA	PolA1
FBtr0084116	OG0008233	CG6353-RA	Archease
FBtr0084121	OG0008231	CG18402-RA	InR
FBtr0084122	OG0008230	CG15498-RA	CG15498
FBtr0084125	OG0008238	CG5849-RA	CG5849
FBtr0084128	OG0008239	CG31198-RA	CG31198
FBtr0084132	OG0008242	CG6800-RA	CG6800
FBtr0084133	OG0008246	CG13417-RA	Gr93a
FBtr0084135	OG0008248	CG6637-RA	lsn
FBtr0084137	OG0008252	CG31431-RA	CG31431
FBtr0084139	OG0008254	CG6656-RA	CG6656
FBtr0084140	OG0008256	CG33092-RA	P5cdh2
FBtr0084148	OG0008259	CG6678-RA	CG6678
FBtr0084150	OG0008261	CG17843-RA	Qsox2
FBtr0084151	OG0008258	CG6560-RA	dnd
FBtr0084153	OG0008257	CG17820-RA	fit
FBtr0084154	OG0008251	CG31174-RA	CG31174
FBtr0084155	OG0008249	CG6569-RA	CG6569
FBtr0084159	OG0008247	CG31173-RA	Gr93c
FBtr0084164	OG0008244	CG6705-RA	tsl
FBtr0084166	OG0008243	CG13418-RA	Polr1H
FBtr0084170	OG0008263	CG6332-RA	Theg
FBtr0084171	OG0008266	CG13410-RA	mRpL35
FBtr0084172	OG0008269	CG6343-RA	ND-42
FBtr0084174	OG0008272	CG6375-RB	pit
FBtr0084179	OG0008274	CG13408-RA	CG13408
FBtr0084180	OG0008276	CG5791-RA	BomBc3
FBtr0084182	OG0008275	CG5778-RA	BomT3
FBtr0084183	OG0008271	CG6015-RA	CG6015
FBtr0084184	OG0008270	CG13409-RA	CG13409
FBtr0084185	OG0008268	CG6022-RA	Cchl
FBtr0084186	OG0008267	CG6028-RA	CG6028
FBtr0084190	OG0008264	CG6439-RA	Idh3b
FBtr0084201	OG0008280	CG7084-RB	CG7084
FBtr0084203	OG0008282	CG7080-RA	CG7080
FBtr0084205	OG0008285	CG7077-RA	rdhB
FBtr0084206	OG0008286	CG7073-RA	Sar1
FBtr0084211	OG0008289	CG7071-RA	CG7071
FBtr0084219	OG0008295	CG7059-RA	Pgaml
FBtr0084224	OG0008297	CG13856-RA	CG13856
FBtr0084225	OG0008298	CG13855-RA	CG13855
FBtr0084229	OG0008302	CG13852-RA	mats
FBtr0084230	OG0008301	CG13849-RA	Nop56
FBtr0084231	OG0008299	CG13850-RA	CG13850
FBtr0084234	OG0008296	CG13857-RA	CG13857
FBtr0084235	OG0008294	CG5379-RA	CAH8
FBtr0084237	OG0008290	CG5382-RB	CG5382
FBtr0084240	OG0008284	CG5386-RA	CG5386
FBtr0084242	OG0008283	CG5391-RA	CG5391
FBtr0084252	OG0008307	CG7057-RA	AP-2mu
FBtr0084254	OG0008308	CG7054-RA	CG7054
FBtr0084255	OG0008309	CG18594-RA	Pebp1
FBtr0084257	OG0008311	CG7048-RA	Pfdn5
FBtr0084260	OG0008314	CG6919-RA	Octbeta1R
FBtr0084261	OG0008319	CG6921-RB	bond
FBtr0084264	OG0008321	CG33110-RA	CG33110
FBtr0084265	OG0008322	CG6932-RA	CSN6
FBtr0084266	OG0008325	CG6937-RA	CG6937
