OG_ID	gene_ID
OG0005857	CG5897
OG0005859	CG17826
OG0005860	CG7248
OG0005861	CG11570
OG0005864	CG6938
OG0005866	Grip163
OG0005869	rols
OG0005870	CG6793
OG0005871	CG43638
OG0005872	Sema5c
OG0005873	vers
OG0005874	ssp
OG0005877	Lsp2
OG0005878	DEF8
OG0005879	CG5645
OG0005880	Atg12
OG0005881	ND-SGDH
OG0005882	RhoGAP68F
OG0005884	Nrx-IV
OG0005885	CG9760
OG0005886	Rh7
OG0005887	Miox
OG0005888	thoc6
OG0005889	CG11529
OG0005891	Tsen54
OG0005893	CG32100
OG0005896	INPP5E
OG0005897	CG4328
OG0005901	CG32104
OG0005902	Smyd4-2
OG0005904	ArfGAP1
OG0005905	toe
OG0005906	eyg
OG0005907	CG10616
OG0005908	CG10663
OG0005912	CG10646
OG0005914	CG10654
OG0005915	sti
OG0005916	tral
OG0005917	Gcn5
OG0005920	nst
OG0005924	ara
OG0005925	caup
OG0005926	mirr
OG0005929	Abhd18
OG0005930	CG32109
OG0005932	Ankrd11
OG0005933	CG10973
OG0005935	Hip1
OG0005936	CG10969
OG0005937	CG17666
OG0005939	CG42709
OG0005940	Sap130
OG0005942	anw
OG0005945	CG14120
OG0005946	CG43894
OG0005947	CG14118
OG0005950	Or69a
OG0005951	Mdh2c
OG0005952	Mdh2b
OG0005953	CG11262
OG0005954	CG11263
OG0005955	
OG0005956	Cul6
OG0005960	Icmt
OG0005963	Zmynd10
OG0005965	Srrm1
OG0005967	Syx13
OG0005972	CG17300
OG0005974	trn
OG0005975	snky
OG0005976	CG32119
OG0005977	CG14113
OG0005978	
OG0005979	Nplp2
OG0005980	CG14111
OG0005981	SNCF
OG0005983	ImpL1
OG0005984	CG14110
OG0005987	sens
OG0005988	CG10222
OG0005990	tono
OG0005995	dokb
OG0005996	cmb
OG0005997	JMJD7
OG0006000	CG10089
OG0006001	stv
OG0006002	Abp1
OG0006003	Tgi
OG0006005	Vps36
OG0006006	Liprin-beta
OG0006007	CG10710
OG0006016	CG8833
OG0006017	DCTN1-p150
OG0006019	Meics
OG0006020	ssp2
OG0006021	
OG0006022	CG13738
OG0006023	CG17364
OG0006025	BEAF-25
OG0006026	CG17359
OG0006027	Nprl3
OG0006031	CG6650
OG0006032	CG6661
OG0006033	Hsp110
OG0006034	Neurl4
OG0006035	CG6833
OG0006036	CG13484
OG0006039	btl
OG0006040	CG8100
OG0006041	Fbp1
OG0006042	Sox21a
OG0006047	CG7924
OG0006051	CG13481
OG0006052	CG3868
OG0006053	stwl
OG0006054	CG3919
OG0006056	CG9592
OG0006057	CG4613
OG0006059	CG34039
OG0006060	Lk
OG0006068	Dnaaf6
OG0006069	gdrd
OG0006070	CG13474
OG0006072	ome
OG0006074	Mgat4a
OG0006075	Mgat4b
OG0006076	mop
OG0006077	bmm
OG0006078	Tdrd3
OG0006081	gnu
OG0006083	CG34245
OG0006088	CG5114
OG0006089	Zip71B
OG0006091	Prosbeta2
OG0006092	Reck
OG0006096	CG18581
OG0006098	CG13461
OG0006099	CG18649
OG0006100	EAChm
OG0006101	CG13460
OG0006103	sstn
OG0006105	Ctps
OG0006106	CG16959
OG0006107	CG32847
OG0006108	Pdi
OG0006110	Pex3
OG0006119	Best3
OG0006120	CG7255
OG0006121	Toll-6
OG0006123	CG13455
OG0006126	CG7272
OG0006127	Otud6
OG0006130	gdl
OG0006131	MsrA
OG0006132	CG13454
OG0006135	CG7945
OG0006138	CG42729
OG0006139	CG42728
OG0006140	obst-H
OG0006142	CG7739
OG0006144	dop
OG0006145	Ufsp2
OG0006147	CG12301
OG0006148	AIMP2
OG0006152	CG13449
OG0006154	Phs
OG0006155	CG7304
OG0006156	CG7579
OG0006159	CG42571
OG0006160	CG42570
OG0006164	CkIIalpha-i1
OG0006165	DCP2
OG0006166	CG12713
OG0006171	elgi
OG0006172	CG17032
OG0006177	Hip14
OG0006179	mRpS31
OG0006180	mib1
OG0006181	Notum
OG0006183	CG5895
OG0006184	Diap1
OG0006185	Mbs
OG0006188	CG13074
OG0006189	IleRS-m
OG0006190	IntS9
OG0006191	Zn72D
OG0006193	Strump
OG0006197	elg1
OG0006198	firewood
OG0006199	CG32152
OG0006200	l(3)72Dn
OG0006204	Hsc20
OG0006206	l(3)72Dr
OG0006215	CG4950
OG0006218	CG13065
OG0006220	CG13064
OG0006224	CG13045
OG0006231	CG13059
OG0006233	CG13039
OG0006235	CG13058
OG0006236	CG33061
OG0006239	CG33257
OG0006241	Golgin104
OG0006242	Tcs3
OG0006245	Cpr72Ea
OG0006246	Cpr72Eb
OG0006247	Cpr72Ec
OG0006248	roq
OG0006249	CG44836
OG0006250	Gagr
OG0006252	Serinc
OG0006253	GluRS-m
OG0006254	TyrRS
OG0006255	CG33158
OG0006256	dsx-c73A
OG0006257	aos
OG0006258	CG42514
OG0006263	Mipp1
OG0006264	mbf1
OG0006265	nxf2
OG0006268	UQCR-C2
OG0006269	Syx8
OG0006272	spd-2
OG0006273	CG4098
OG0006275	mPges2
OG0006280	Ccdc13
OG0006281	Lasp
OG0006282	CG9692
OG0006285	CG13026
OG0006287	Dbp73D
OG0006288	CG9701
OG0006290	mus302
OG0006291	CG9706
OG0006294	nudC
OG0006296	TSG101
OG0006297	Zcchc7
OG0006300	sinah
OG0006301	CG13029
OG0006302	CG9951
OG0006303	CG32170
OG0006305	CG13028
OG0006306	CG13023
OG0006307	Cpr73D
OG0006309	Exn
OG0006310	CG3764
OG0006312	CG7728
OG0006314	CG7730
OG0006316	beg
OG0006317	scaf6
OG0006319	Pop5
OG0006321	CG7724
OG0006323	CG7707
OG0006325	ND-24L
OG0006326	CG13725
OG0006327	CG6479
OG0006328	brv2
OG0006329	Mip
OG0006330	tap
OG0006334	Sec3
OG0006336	Gorab
OG0006338	frc
OG0006339	CG32176
OG0006340	CG18265
OG0006342	CG6333
OG0006345	U4-U6-60K
OG0006347	Edc3
OG0006349	Jon74E
OG0006352	anchor
OG0006353	Pgr
OG0006354	Pep
OG0006356	Krn
OG0006357	CG7484
OG0006362	Adgf-A2
OG0006363	CG32181
OG0006364	Cln3
OG0006365	Ir75a
OG0006367	CG5577
OG0006368	CG5567
OG0006369	MED19
OG0006373	Prestin
OG0006374	Wdr92
OG0006375	CG5290
OG0006376	CG34253
OG0006378	mRpS26
OG0006379	Polr3D
OG0006380	mus304
OG0006381	CG7341
OG0006382	Cyp312a1
OG0006384	CG13699
OG0006385	hid
OG0006386	CG7320
OG0006388	CG13700
OG0006391	CG32196
OG0006392	CG4306
OG0006393	AstC-R2
OG0006395	CG18234
OG0006396	CG18233
OG0006397	CG32199
OG0006398	bora
OG0006401	GNBP2
OG0006402	GNBP1
OG0006403	
OG0006405	CG32202
OG0006406	Cyp12c1
OG0006407	CG6893
OG0006408	Dic4
OG0006409	CG6885
OG0006411	Nufip
OG0006412	Atg3
OG0006415	HipHop
OG0006416	CG6865
OG0006419	CG3819
OG0006421	CG6836
OG0006423	CG11619
OG0006426	Mkp3
OG0006427	MESR6
OG0006428	CNPYb
OG0006429	Naxd
OG0006432	CG14082
OG0006433	fz2
OG0006434	mRpL21
OG0006436	nes
OG0006440	Aldh7A1
OG0006442	CG14086
OG0006443	CG14089
OG0006444	Gbs-76A
OG0006445	fal
OG0006446	CG32206
OG0006447	brv1
OG0006449	CG9451
OG0006451	Cpr76Ba
OG0006453	Cpr76Bc
OG0006454	Cpr76Bd
OG0006455	Dred
OG0006456	Ltn1
OG0006458	CG9300
OG0006460	CG9231
OG0006461	CG9330
OG0006462	CG14100
OG0006463	ash1
OG0006467	CG9372
OG0006468	Lon
OG0006470	l(3)76BDm
OG0006472	Rnf146
OG0006473	Oat
OG0006474	tey
OG0006475	CG8765
OG0006477	SREBP
OG0006478	CG14102
OG0006479	TORIP
OG0006481	Cyp305a1
OG0006484	CG32221
OG0006488	
OG0006489	Su(Tpl)
OG0006491	Ac76E
OG0006493	CG17732
OG0006494	hale
OG0006495	schuy
OG0006501	CG14186
OG0006502	CG14185
OG0006503	Ir76b
OG0006505	CG7365
OG0006507	obst-J
OG0006508	Khk
OG0006509	CG42674
OG0006511	obst-F
OG0006512	CG6996
OG0006513	CG7017
OG0006514	Su(var)3-3
OG0006515	wall
OG0006516	CG17233
OG0006518	CG6951
OG0006520	CG17122
OG0006521	FRG1
OG0006522	Pex23
OG0006527	Rbbp5
OG0006529	CG5618
OG0006530	kin17
OG0006531	Prim2
OG0006532	Toll-9
OG0006533	in
OG0006534	CG13247
OG0006536	RhoBTB
OG0006537	CG5498
OG0006538	fbl
OG0006539	CG33969
OG0006540	trbl
OG0006544	Las
OG0006547	CtIP
OG0006549	CG5910
OG0006550	atk
OG0006551	mag
OG0006552	Tdh
OG0006553	CG32428
OG0006555	isoQC
OG0006556	ZnT77C
OG0006557	ND-39
OG0006558	CG32425
OG0006559	BNIP3
OG0006560	mTerf3
OG0006563	Nubp2
OG0006564	knrl
OG0006565	CG13251
OG0006566	kni
OG0006567	Gr77a
OG0006568	
OG0006569	Dmac2
OG0006570	Pitslre
OG0006571	Pex16
OG0006572	Pex14
OG0006573	Pcif1
OG0006574	CG11396
OG0006575	Six4
OG0006576	CG3698
OG0006579	HIPP1
OG0006580	CG3618
OG0006585	CG11456
OG0006586	CG32432
OG0006588	CG10589
OG0006589	CG12984
OG0006591	Pdss2
OG0006592	CG10584
OG0006593	Polr3E
OG0006594	CG10581
OG0006598	Zrf1
OG0006599	Ac78C
OG0006600	Asns
OG0006602	CG42337
OG0006603	park
OG0006604	Targ2
OG0006605	CG10512
OG0006606	CG10510
OG0006607	CG10508
OG0006610	Eip78C
OG0006612	CG9389
OG0006613	AcCoAS
OG0006615	CG12974
OG0006616	pzg
OG0006617	Cpr78Cb
OG0006619	CG11309
OG0006620	CG7632
OG0006621	Pc
OG0006622	Tsr1
OG0006623	Tbc1d8-9
OG0006625	ebd2
OG0006626	CG12971
OG0006627	CG32437
OG0006629	sa
OG0006630	rgn
OG0006631	CG33288
OG0006632	Aef1
OG0006633	Syx7
OG0006635	CG7519
OG0006636	Hr78
OG0006637	Glg1
OG0006638	Est-Q
OG0006640	SAK
OG0006641	Mkrn1
OG0006642	Rpn10
OG0006645	CRIF
OG0006650	CG11307
OG0006651	CG7166
OG0006652	Alg11
OG0006653	MED1
OG0006657	CG43980
OG0006659	Pykl5
OG0006660	Als2
OG0006661	CG11248
OG0006662	CG32447
OG0006665	CG14570
OG0006666	CG14569
OG0006668	CG14573
OG0006669	CG14567
OG0006673	Syn1
OG0006674	CG14564
OG0006675	eg
OG0006677	CG7407
OG0006678	eIF2A
OG0006679	CG7148
OG0006680	Nopp140
OG0006681	P5cdh1
OG0006683	mub
OG0006684	PolH
OG0006685	CG14562
OG0006686	Chs2
OG0006687	P5cs
OG0006688	G6pdl
OG0006689	Oct-TyrR
OG0006691	olf413
OG0006692	Rich
OG0006698	IleRS
OG0006701	laza
OG0006702	CG11438
OG0006704	CG11426
OG0006705	CG11425
OG0006706	CG11404
OG0006707	CG14459
OG0006708	ND-B14.5AL
OG0006709	CG33768
OG0006711	CG33772
OG0006712	Jhbp6
OG0006716	ArfGAP3
OG0006717	CG14451
OG0006718	mael
OG0006719	CG14450
OG0006720	CG11367
OG0006722	CG11241
OG0006723	l(3)04053
OG0006725	jim
OG0006728	CG32459
OG0006729	CG13239
OG0006732	Nsun6
OG0006733	Chro
OG0006735	BoYb
OG0006736	CG12768
OG0006737	Mes2
OG0006743	CG42402
OG0006745	CG14636
OG0006747	aux
OG0006751	Gel
OG0006753	TwdlV
OG0006754	CG1092
OG0006755	flip
OG0006759	Suv3
OG0006760	Syt14
OG0006761	CG9795
OG0006763	Skp2
OG0006765	hkb
OG0006772	lost
OG0006773	CG32944
OG0006774	CG31528
OG0006777	CG1074
OG0006778	Lipt2
OG0006779	CG14650
OG0006781	CG31523
OG0006782	sac
OG0006783	Fip1
OG0006784	CG9775
OG0006786	Dlip2
OG0006787	rpk
OG0006788	Karybeta3
OG0006790	Nep2
OG0006792	CG44098
OG0006793	atms
OG0006795	Ccdc39
OG0006797	Gmppb
OG0006798	BBS5
OG0006799	CG14657
OG0006802	laf
OG0006806	Jhbp2
OG0006808	CG14662
OG0006810	dpr16
OG0006811	cno
OG0006812	Prosbeta2R2
OG0006813	CG1116
OG0006814	Vps37B
OG0006815	Kat60
OG0006816	Mms19
OG0006818	CtsF
OG0006819	Fam161
OG0006820	Enoph
OG0006821	Hph
OG0006824	CG11999
OG0006825	CG1161
OG0006826	Prosbeta7
OG0006827	Cerk
OG0006832	7B2
OG0006836	Or83a
OG0006838	Orco
OG0006839	CG12147
OG0006841	PEK
OG0006843	POLDIP2
OG0006844	mRpL44
OG0006846	Hcs
OG0006847	ksr
OG0006848	Nmdar1
OG0006850	CG2519
OG0006852	Snm1
OG0006854	CG14671
OG0006855	CG12746
OG0006858	CG2926
OG0006863	SecS
OG0006865	Atu
OG0006873	CG2182
OG0006874	Wdr33
OG0006875	Xe7
OG0006876	Atg17
OG0006878	plx
OG0006879	CG2104
OG0006882	CG2100
OG0006886	Dcps
OG0006887	Sec8
OG0006889	kat-60L1
OG0006890	Hat1
OG0006891	Rpn5
OG0006892	Hpf1
OG0006893	PSMG1
OG0006894	CG10979
OG0006896	CG42675
OG0006897	Hpr1
OG0006899	dgrn
OG0006900	glob3
OG0006901	CG1213
OG0006903	disp
OG0006904	ECSIT
OG0006908	CG10280
OG0006909	CG15580
OG0006910	Or83c
OG0006912	Obp83cd
OG0006913	Obp83ef
OG0006916	CG31559
OG0006917	CG1077
OG0006919	Osi24
OG0006920	Osi2
OG0006921	Osi3
OG0006922	Osi4
OG0006923	Osi5
OG0006924	Osi6
OG0006926	Osi8
OG0006928	
OG0006929	Osi11
OG0006930	Osi12
OG0006931	CG15597
OG0006932	CG15594
OG0006936	Osi16
OG0006945	Pak
OG0006946	CG42724
OG0006947	CG10286
OG0006948	CG42564
OG0006950	CG1024
OG0006952	gzl
OG0006953	Dmtn
OG0006954	gpp
OG0006955	CG9727
OG0006958	CG15186
OG0006960	dpr11
OG0006962	CG2336
OG0006963	glob2
OG0006965	Ass
OG0006966	Taf1
OG0006967	CG1307
OG0006970	lab
OG0006971	Edg84A
OG0006973	Ccp84Ac
OG0006974	pb
OG0006975	zen
OG0006976	bcd
OG0006977	Ama
OG0006982	Ufl1
OG0006986	Tailor
OG0006988	CG10098
OG0006993	gfzf
OG0006995	MAGE
OG0006996	sas
OG0006998	lap
OG0007000	CG1288
OG0007001	thw
OG0007002	CG14607
OG0007003	Noc3
OG0007004	CG10053
OG0007007	Obp84a
OG0007010	rn
OG0007011	RacGAP84C
OG0007012	CG10029
OG0007013	
OG0007016	wa-cup
OG0007017	CG1142
OG0007018	Nlg1
OG0007020	Sp7
OG0007021	CG11286
OG0007022	CG18747
OG0007023	CG18745
OG0007024	CG18748
OG0007025	CG18746
OG0007027	CG2641
OG0007028	CG18744
OG0007030	sgll
OG0007031	CG31473
OG0007033	CG17816
OG0007034	ArgRS-m
OG0007035	mRpS9
OG0007037	EMC1
OG0007038	Taf7
OG0007040	kipf
OG0007041	CG10445
OG0007042	dsx
OG0007043	CD98hc
OG0007046	Kmn2
OG0007047	CG2698
OG0007048	Ar5
OG0007049	CG11052
OG0007050	CG3223
OG0007051	CG10435
OG0007052	Pbp95
OG0007053	Heatr5
OG0007054	ImpE3
OG0007056	CG11035
OG0007060	CG7900
OG0007061	puc
OG0007062	CG7878
OG0007063	CG9667
OG0007066	CG18249
OG0007067	PolI
OG0007068	Ada2b
OG0007069	CG33722
OG0007070	mtg
OG0007071	RPA1
OG0007073	CG9630
OG0007074	ato
OG0007076	CG11672
OG0007077	CG31464
OG0007078	CG31463
OG0007079	CG9626
OG0007085	CG11698
OG0007087	Ctr1B
OG0007088	Poxm
OG0007089	Or85a
OG0007090	CG7443
OG0007093	PNKP
OG0007094	DppIII
OG0007095	CG7352
OG0007096	Atg13
OG0007098	Veneno
OG0007099	CG7963
OG0007100	CG11737
OG0007101	CG11741
OG0007102	Or85d
OG0007103	pch2
OG0007104	mRpS18A
OG0007105	Cenp-C
OG0007106	5-HT2B
OG0007107	Or85e
OG0007108	Cyp313b1
OG0007111	Dhod
OG0007113	p
OG0007114	Paox
OG0007115	mRpL19
OG0007117	CG8043
OG0007120	CG8112
OG0007123	CG8136
OG0007124	nom
OG0007125	ouib
OG0007126	CG8159
OG0007127	ranshi
OG0007129	CG8202
OG0007130	CG9801
OG0007131	CG8236
OG0007132	CG13318
OG0007134	Pif1B
OG0007135	Pif1A
OG0007136	CG33189
OG0007137	Ir85a
OG0007139	CG9839
OG0007141	CG9837
OG0007144	osk
OG0007145	ScsbetaA
OG0007146	CG11964
OG0007147	ich
OG0007150	CG11970
OG0007151	E(var)3-9
OG0007153	Glug
OG0007154	CG11977
OG0007155	CG11980
OG0007157	Iru
OG0007158	CG11983
OG0007159	Kcmf1
OG0007161	CG11986
OG0007163	neur
OG0007167	Mst85C
OG0007168	Kdm2
OG0007169	beag
OG0007170	Ada
OG0007173	St2
OG0007174	CG16734
OG0007175	CG16736
OG0007179	sage
OG0007180	TrpRS
OG0007181	Vps16A
OG0007182	Aduk
OG0007185	CG18473
OG0007186	Srr
OG0007187	FER
OG0007188	Or85f
OG0007190	CG8132
OG0007191	CG9356
OG0007193	CG8135
OG0007194	CG44261
OG0007196	alpha-Man-IIa
OG0007197	ps
OG0007198	GstZ1
OG0007200	
OG0007201	phu
OG0007203	CG8149
OG0007204	rump
OG0007205	Rlb1
OG0007206	mRpL47
OG0007207	Kdm3
OG0007208	by
OG0007209	mura
OG0007211	CG9386
OG0007212	Bckdha
OG0007214	MBD-like
OG0007217	CG16789
OG0007218	CG16790
OG0007221	Kap-alpha3
OG0007222	Son
OG0007223	CG8301
OG0007224	P58IPK
OG0007225	bocks
OG0007226	CG8312
OG0007228	CG8319
OG0007232	Dh44
OG0007233	Fst
OG0007235	cPges
OG0007236	nmdyn-D7
OG0007237	CG9444
OG0007238	trbd
OG0007239	dmt
OG0007242	CG34409
OG0007244	PpD3
OG0007245	Tti1
OG0007246	Alg12
OG0007248	CG8478
OG0007249	MED6
OG0007252	Whamy
OG0007253	topi
OG0007254	CG12947
OG0007256	CG12945
OG0007258	CG8516
OG0007259	CG9467
OG0007261	CG8534
OG0007264	Art4
OG0007265	Gr85a
OG0007266	Spn85F
OG0007267	CG5359
OG0007270	Ski8
OG0007272	mtTFB2
OG0007273	CG12811
OG0007274	ohgt
OG0007275	Fancl
OG0007278	Npc2c
OG0007279	nerfin-2
OG0007280	Alp13
OG0007282	CAH7
OG0007285	Invadolysin
OG0007286	CG6254
OG0007289	Syn
OG0007291	CG12817
OG0007294	Gldc
OG0007296	CG6293
OG0007298	CG12818
OG0007299	CG18545
OG0007301	jumu
OG0007302	Rfx
OG0007303	cwo
OG0007304	CG6325
OG0007305	Rrp46
OG0007306	CG6345
OG0007307	Cyp12e1
OG0007310	Skel
OG0007311	pug
OG0007312	CG14683
OG0007314	CG31278
OG0007315	CG31373
OG0007316	CG4073
OG0007317	tomboy20
OG0007319	CG31272
OG0007321	Cap-H2
OG0007326	mRpL37
OG0007329	CG14687
OG0007331	CG14693
OG0007332	TTLL15
OG0007333	Cad86C
OG0007334	CG4565
OG0007335	CG6567
OG0007337	CG4570
OG0007341	CG14695
OG0007343	CG14696
OG0007344	Leash
OG0007347	Tengl4
OG0007348	side-VI
OG0007349	SdhCL
OG0007350	CG4757
OG0007351	Ugt303A1
OG0007352	CG18577
OG0007353	cu
OG0007356	CG4820
OG0007357	CG6689
OG0007360	GCC88
OG0007364	CG31441
OG0007365	CG31388
OG0007368	mRpL40
OG0007370	Irbp
OG0007371	Ipo9
OG0007374	RpL24-like
OG0007375	CG5276
OG0007376	Exd2
OG0007379	PGRP-LB
OG0007381	dpr5
OG0007383	CG14708
OG0007386	CG6790
OG0007387	CG5342
OG0007388	CG6791
OG0007389	CG14710
OG0007390	Zaf1
OG0007391	CG14711
OG0007392	CG6813
OG0007393	snx
OG0007395	Elp1
OG0007396	CG42327
OG0007398	CG18476
OG0007399	Taf12
OG0007401	CG6908
OG0007402	CG18765
OG0007405	I-t
OG0007407	CG12594
OG0007408	CG14721
OG0007409	Blm
OG0007410	CG14722
OG0007411	CG6923
OG0007412	Lk6
OG0007414	prd1
OG0007417	ClC-a
OG0007419	CG6962
OG0007420	salsa
OG0007421	mthl5
OG0007423	Cad87A
OG0007425	CG3281
OG0007428	Tango9
OG0007432	GCC185
OG0007434	Spt3
OG0007435	CG42505
OG0007436	ssp5
OG0007438	ATP8B
OG0007439	dpr17
OG0007441	dpr15
OG0007442	Cpn
OG0007443	Adk1
OG0007444	Cog1
OG0007445	Rsbp15
OG0007446	CG17404
OG0007447	CG12256
OG0007448	CG3916
OG0007449	CG3942
OG0007450	CG17738
OG0007452	CG10013
OG0007454	MBD-R2
OG0007456	CG10035
OG0007458	Sol1
OG0007461	Dip-C
OG0007462	pps
OG0007463	Scgbeta
OG0007464	Mycbp
OG0007465	Nans
OG0007466	CG5641
OG0007468	Aos1
OG0007470	CG17207
OG0007471	vrs
OG0007473	trus
OG0007474	CG5961
OG0007476	CG5608
OG0007477	Octbeta3R
OG0007478	Hug
OG0007479	Octbeta2R
OG0007483	Dtg
OG0007485	CG14395
OG0007487	mbo
OG0007495	Tst1
OG0007496	PolQ
OG0007499	CG10126
OG0007501	CG10909
OG0007502	beat-Vb
OG0007503	Spc25
OG0007504	Cyp304a1
OG0007505	CG14384
OG0007506	CG7381
OG0007507	CG7091
OG0007511	CG11656
OG0007513	Trabd
OG0007516	CG11670
OG0007517	CG31157
OG0007518	CG7966
OG0007519	pic
OG0007521	CG43063
OG0007522	timeout
OG0007523	CG34308
OG0007526	CG14380
OG0007527	CG8141
OG0007528	CG8483
OG0007532	Ravus
OG0007533	Su(var)3-7
OG0007536	CG15888
OG0007538	Osi22
OG0007541	Dic1
OG0007542	CheA87a
OG0007545	CG9813
OG0007547	CG9799
OG0007551	yellow-e3
OG0007552	yellow-e2
OG0007553	yellow-e
OG0007554	Ir87a
OG0007556	side-IV
OG0007557	CG14370
OG0007558	CG14369
OG0007564	Rbp4
OG0007567	CG9588
OG0007568	Lkb1
OG0007569	omd
OG0007570	flfl
OG0007572	f-cup
OG0007573	ninaB
OG0007574	Adgf-D
OG0007575	Adgf-C
OG0007578	primo-2
OG0007580	CG9312
OG0007583	CG9288
OG0007584	CG9286
OG0007585	Dip-B
OG0007586	CG31495
OG0007587	CG14362
OG0007588	E5
OG0007590	Art9
OG0007591	Art6
OG0007592	CG9926
OG0007593	Ipp
OG0007594	Orc2
OG0007595	rdx
OG0007596	CG3061
OG0007598	foxo
OG0007601	PK1-R
OG0007602	CG12402
OG0007603	Or88a
OG0007604	CG14357
OG0007608	Timmdc1
OG0007611	CG14355
OG0007612	Recs1
OG0007613	CG3199
OG0007614	Dop1R1
OG0007615	CG9649
OG0007616	CG31326
OG0007617	CG33109
OG0007618	Sp212
OG0007619	CG9631
OG0007620	CG9624
OG0007621	MetRS-m
OG0007622	CG14840
OG0007623	CG14841
OG0007624	CG14839
OG0007627	IFT54
OG0007628	su(Hw)
OG0007630	CG31321
OG0007631	Set8
OG0007632	Afti
OG0007634	spn-B
OG0007635	NK7.1
OG0007636	Dnaaf5
OG0007637	soti
OG0007639	natalisin
OG0007640	HtrA2
OG0007642	CG8461
OG0007643	Pde6
OG0007644	CG14852
OG0007645	CG31313
OG0007647	Cys
OG0007651	CG14853
OG0007652	put
OG0007653	CG7886
OG0007654	Cad88C
OG0007655	l(3)L1231
OG0007657	Rad17
OG0007658	BigH1
OG0007659	Meltrin
OG0007660	kibra
OG0007663	CG3610
OG0007665	Rrp6
OG0007666	CG33331
OG0007669	Dph2
OG0007670	CG14860
OG0007672	VhaPPA1-2
OG0007675	CG14861
OG0007677	CG6966
OG0007678	CG42788
OG0007679	CG6912
OG0007680	CG3984
OG0007681	CG3987
OG0007684	Gyc88E
OG0007685	Kpc1
OG0007686	CG42542
OG0007687	Spn88Ea
OG0007691	Sat
OG0007692	SIDL
OG0007695	CG31344
OG0007697	Art3
OG0007698	mRpS10
OG0007699	CG34316
OG0007700	Amt
OG0007701	CG42404
OG0007702	Su(var)3-9
OG0007705	CG14864
OG0007706	Zip88E
OG0007707	Cp190
OG0007708	CG4338
OG0007709	MRG15
OG0007715	ear
OG0007716	CG6236
OG0007718	mRpL9
OG0007719	Fkbp39
OG0007722	SerRS-m
OG0007723	Surf4
OG0007724	CG31301
OG0007725	CG42727
OG0007729	Hibch
OG0007730	Cog2
OG0007732	CG6171
OG0007733	CG34404
OG0007734	CG14868
OG0007738	h-cup
OG0007739	CG6125
OG0007740	Atx2
OG0007741	CG6118
OG0007742	AdamTS-A
OG0007746	maca
OG0007747	CG31296
OG0007748	CG43335
OG0007749	pxb
OG0007750	CG31446
OG0007751	CG5399
OG0007752	CG5404
OG0007753	CG31294
OG0007754	CG34274
OG0007757	CG5623
OG0007762	c(3)G
OG0007763	Acyp2
OG0007764	nsl1
OG0007765	alpha-Man-IIb
OG0007766	rec
OG0007767	CG4576
OG0007768	CG43317
OG0007770	spn-E
OG0007771	Pbp45
OG0007772	cv-d
OG0007775	CG9632
OG0007777	CG45105
OG0007778	Fbxl7
OG0007779	CG5478
OG0007780	blp
OG0007782	CG4287
OG0007783	CG5516
OG0007784	Rbf2
OG0007785	mor
OG0007786	Hel89B
OG0007788	GATAe
OG0007789	pnr
OG0007790	Jhbp4
OG0007791	Jhbp5
OG0007794	msps
OG0007795	CG10185
OG0007796	Mhcl
OG0007798	Akt
OG0007799	Sb
OG0007804	CG8925
OG0007809	CG31287
OG0007810	tara
OG0007812	asun
OG0007813	Mat89Ba
OG0007815	Zip89B
OG0007818	pad
OG0007822	CG42446
OG0007824	CG10317
OG0007825	ss
OG0007826	CG31279
OG0007827	Fntb
OG0007830	Ttc1
OG0007831	CG14882
OG0007833	CG14883
OG0007836	Dhfr
OG0007840	Gr89a
OG0007842	CG42342
OG0007845	CG14892
OG0007846	CG10345
OG0007848	CG12783
OG0007852	Arl6IP1
OG0007853	Gpkow
OG0007855	modSP
OG0007857	Glut3
OG0007863	CG3534
OG0007864	Sf3a1
OG0007865	Irc
OG0007869	CG4009
OG0007870	Trm7-32
OG0007871	bdwf
OG0007873	Dad
OG0007875	mRpS11
OG0007876	Keap1
OG0007879	cal1
OG0007881	CG17477
OG0007882	CG31269
OG0007883	CG31265
OG0007884	CG17475
OG0007886	CG31266
OG0007887	CG31267
OG0007888	CG5246
OG0007892	Smug
OG0007893	CG31419
OG0007895	Brf
OG0007897	sds22
OG0007899	CG17283
OG0007902	CG14331
OG0007905	CG5823
OG0007906	P5cr2
OG0007907	l(3)07882
OG0007908	Prx3
OG0007914	CG14323
OG0007917	CG14322
OG0007919	Mps1
OG0007920	alt
OG0007922	CG31251
OG0007923	CG31360
OG0007924	Pxt
OG0007926	Lgr1
OG0007928	TyrRII
OG0007929	TyrR
OG0007931	pasi1
OG0007932	CG7379
OG0007934	trabl
OG0007936	tinc
OG0007938	cpo
OG0007939	DNaseII
OG0007943	CG14316
OG0007948	cdm
OG0007949	Arp5
OG0007954	CG7985
OG0007956	CG7183
OG0007958	mTerf5
OG0007960	CG7168
OG0007962	repo
OG0007963	Rps6kc1
OG0007967	Ada2a
OG0007968	Tgs1
OG0007969	CG18599
OG0007970	Vps39
OG0007972	CG7142
OG0007974	CG8064
OG0007976	l(3)05822
OG0007978	Polr1E
OG0007981	CG15803
OG0007982	hmw
OG0007983	WRNexo
OG0007984	Nup43
OG0007985	gl
OG0007987	CG14309
OG0007988	cona
OG0007995	fru
OG0007996	CG7691
OG0007997	fray
OG0007999	qin
OG0008000	CG14304
OG0008002	CG7695
